
REPORT DATE,12/19/13 18:35 EST
FILE SIZES TESTED (MB),500
BLOCK SIZES TESTED (KB),2048
DD READ FLAGS SET,NONE
DD WRITE FLAGS SET,NONE
NFS MOUNT OPTIONS SET,rw sync nfsvers=4 port=6111 proto=tcp retrans=2 retry=2 bg hard rsize=32768 wsize=32768 bsize=32768 sharecache mountproto=tcp sec=sys addr=129.74.246.249 clientaddr=162.242.168.146
KERNEL TUNING SET,YES

START,STOP,RUNTIME,SOURCE,DEST,FILE (MB),BLOCK (KB),DIRECTION,SPEED (MB/s),SPEED (Mbps)
,,,,,,,RESULT # 90,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:42:46,20:42:56,10,jtg-test4,129.74.246.249,500,2048,WRITE,52.6,420.8
20:42:50,20:43:03,13,jtg-test3,129.74.246.249,500,2048,WRITE,41.2,329.6
01:43:15,01:43:35,20,jtg-test1,129.74.246.249,500,2048,WRITE,26.7,213.6
,,,,,,,RESULT # 91,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:44:05,20:44:17,12,jtg-test4,129.74.246.249,500,2048,WRITE,43.6,348.8
20:44:08,20:44:20,12,jtg-test3,129.74.246.249,500,2048,WRITE,41.0,328.0
01:44:37,01:44:56,19,jtg-test1,129.74.246.249,500,2048,WRITE,27.4,219.2
,,,,,,,RESULT # 92,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:45:26,20:45:36,10,jtg-test4,129.74.246.249,500,2048,WRITE,54.2,433.6
20:45:28,20:45:47,19,jtg-test3,129.74.246.249,500,2048,WRITE,28.3,226.4
01:45:55,01:46:14,19,jtg-test1,129.74.246.249,500,2048,WRITE,27.7,221.6
,,,,,,,RESULT # 93,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:46:44,20:46:55,11,jtg-test4,129.74.246.249,500,2048,WRITE,48.8,390.4
20:46:47,20:47:04,17,jtg-test3,129.74.246.249,500,2048,WRITE,31.7,253.6
01:47:14,01:47:32,18,jtg-test1,129.74.246.249,500,2048,WRITE,28.6,228.8
,,,,,,,RESULT # 94,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:48:02,20:48:13,11,jtg-test4,129.74.246.249,500,2048,WRITE,49.9,399.2
20:48:05,20:48:23,18,jtg-test3,129.74.246.249,500,2048,WRITE,29.2,233.6
01:48:32,01:48:51,19,jtg-test1,129.74.246.249,500,2048,WRITE,27.3,218.4
,,,,,,,RESULT # 95,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:49:21,20:49:32,11,jtg-test4,129.74.246.249,500,2048,WRITE,48.6,388.8
20:49:23,20:49:35,12,jtg-test3,129.74.246.249,500,2048,WRITE,43.9,351.2
01:49:51,01:50:11,20,jtg-test1,129.74.246.249,500,2048,WRITE,26.9,215.2
,,,,,,,RESULT # 96,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:50:41,20:50:52,11,jtg-test4,129.74.246.249,500,2048,WRITE,48.4,387.2
20:50:43,20:50:56,13,jtg-test3,129.74.246.249,500,2048,WRITE,39.4,315.2
01:51:11,01:51:32,21,jtg-test1,129.74.246.249,500,2048,WRITE,26.3,210.4
,,,,,,,RESULT # 97,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:52:02,20:52:12,10,jtg-test4,129.74.246.249,500,2048,WRITE,52.4,419.2
20:52:05,20:52:21,16,jtg-test3,129.74.246.249,500,2048,WRITE,33.5,268.0
01:52:31,01:52:51,20,jtg-test1,129.74.246.249,500,2048,WRITE,25.7,205.6
,,,,,,,RESULT # 98,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:53:21,20:53:32,11,jtg-test4,129.74.246.249,500,2048,WRITE,50.1,400.8
20:53:23,20:53:38,15,jtg-test3,129.74.246.249,500,2048,WRITE,35.6,284.8
01:53:51,01:54:12,21,jtg-test1,129.74.246.249,500,2048,WRITE,25.5,204.0
,,,,,,,RESULT # 99,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

20:54:42,20:54:52,10,jtg-test4,129.74.246.249,500,2048,WRITE,53.5,428.0
20:54:44,20:55:02,18,jtg-test3,129.74.246.249,500,2048,WRITE,30.8,246.4
01:55:11,01:55:29,18,jtg-test1,129.74.246.249,500,2048,WRITE,29.4,235.2
,,,,,,,RESULT # 100,"=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))","=SUM((INDIRECT(ADDRESS(ROW()-1,COLUMN()))),(INDIRECT(ADDRESS(ROW()-3,COLUMN()))))"

